,time,open,high,low,close,tick_volume,spread,real_volume
267,1764917700,180.519,180.555,180.518,180.527,222,22,0
268,1764918000,180.528,180.532,180.466,180.49,267,22,0
269,1764918300,180.491,180.513,180.479,180.51,194,22,0
270,1764918600,180.51,180.51,180.458,180.482,210,22,0
271,1764918900,180.482,180.497,180.423,180.427,264,22,0
272,1764919200,180.428,180.428,180.376,180.378,264,22,0
273,1764919500,180.379,180.379,180.319,180.335,263,22,0
274,1764919800,180.336,180.336,180.254,180.265,310,22,0
275,1764920100,180.264,180.264,180.174,180.174,275,22,0
276,1764920400,180.173,180.255,180.161,180.255,363,22,0
277,1764920700,180.255,180.255,180.186,180.217,271,22,0
278,1764921000,180.217,180.227,180.185,180.199,310,22,0
279,1764921300,180.197,180.268,180.173,180.241,338,22,0
280,1764921600,180.241,180.257,180.203,180.231,278,22,0
281,1764921900,180.232,180.258,180.219,180.25,283,22,0
282,1764922200,180.25,180.315,180.25,180.298,247,22,0
283,1764922500,180.298,180.308,180.232,180.233,254,22,0
284,1764922800,180.232,180.261,180.196,180.209,255,22,0
285,1764923100,180.21,180.272,180.196,180.204,274,22,0
286,1764923400,180.207,180.241,180.202,180.22,285,15,0
287,1764923700,180.221,180.225,180.109,180.125,410,15,0
288,1764924000,180.125,180.176,180.113,180.168,351,15,0
289,1764924300,180.168,180.238,180.168,180.216,299,15,0
290,1764924600,180.216,180.226,180.166,180.174,329,15,0
291,1764924900,180.174,180.211,180.16,180.211,349,15,0
292,1764925200,180.211,180.287,180.173,180.287,405,15,0
293,1764925500,180.287,180.304,180.234,180.251,431,15,0
294,1764925800,180.253,180.281,180.232,180.247,355,15,0
295,1764926100,180.249,180.326,180.241,180.318,348,15,0
296,1764926400,180.319,180.326,180.25,180.259,352,15,0
297,1764926700,180.26,180.262,180.134,180.17,458,15,0
298,1764927000,180.173,180.201,180.093,180.169,466,10,0
299,1764927300,180.169,180.275,180.166,180.216,364,10,0
300,1764927600,180.215,180.265,180.201,180.255,393,10,0
301,1764927900,180.256,180.308,180.236,180.308,396,10,0
302,1764928200,180.308,180.311,180.257,180.291,408,10,0
303,1764928500,180.291,180.372,180.291,180.339,433,10,0
304,1764928800,180.341,180.418,180.306,180.417,512,10,0
305,1764929100,180.418,180.483,180.416,180.453,442,10,0
306,1764929400,180.452,180.517,180.443,180.493,459,10,0
307,1764929700,180.492,180.494,180.383,180.4,368,10,0
308,1764930000,180.401,180.455,180.393,180.408,349,10,0
